,Symbol,Name,Industry,IndustryCode
2242,THRN,Thorne Healthtech Inc,제약,562010
2243,ONYXU,Onyx Acquisition I Units,기타 금융업,556010
2244,LVRAU,Levere Holdings Units,기타 금융업,556010
2245,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2246,AKTS,Akoustis Technologies Inc,전자 장비 및 부품,571040
2247,EM,Smart Share Global Ltd ADR,"컴퓨터, 전화 및 가전제품",571060
2248,VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
2249,DIBS,1stdibs.Com Inc,소프트웨어 및 IT서비스,572010
2250,STRS,Stratus Properties Inc,부동산 운영 관리,601010
2251,SHCA,Spindletop Health Acquisition Corp Class A,기타 금융업,556010
2252,OZKAP,Bank OZK 4 625 Non Cumulative Perpetual Pref Shs Series A,은행,551010
2253,LGVCU,Lamf Global Ventures I Units,기타 금융업,556010
2254,AFRI,Forafric Global PLC,식품 및 담배,541020
2255,NCACU,Newcourt Acquisition Units,기타 금융업,556010
2256,PFBI,Premier Financial Bancorp Inc,은행,551010
2257,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
2258,IXHL,Incannex Healthcare Ltd ADR,제약,562010
2259,IVCAU,Investcorp India Acquisition Units,기타 금융업,556010
2260,ZY,Zymergen Inc,화학,511010
2261,JSM,Navient 6 Prcnt Senior Notes Exp 15 Dec 2043,은행,551010
2262,RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2263,BCML,BayCom Corp,은행,551010
2264,RVACU,Riverview Acquisition Units,기타 금융업,556010
2265,SPCMU,Sound Point Acquisition I Units,기타 금융업,556010
2266,OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2267,ISLE,Isleworth Healthcare Acquisition Corp,기타 금융업,556010
2268,BWFG,Bankwell Financial Group Inc,은행,551010
2269,CTRN,Citi Trends Inc,전문품 상점,534030
2270,SOPH,Sophia Genetics SA,소프트웨어 및 IT서비스,572010
2271,AVAC,Avalon Acquisition Inc Class A,기타 금융업,556010
2272,ANNX,Annexon Inc,제약,562010
2273,PBCTP,Peoples United Financial Fixed to floating Rate Perpetual Pref Shs Series A,은행,551010
2274,FIP,Ftai Infrastructure Inc,우주항공 및 국방,521010
2275,BOCH,Bank of Commerce Holdings,은행,551010
2276,FRW,PWP Forward Acquisition Corp I Class A,기타 금융업,556010
2277,LFACU,LF Capital Acquisition II Units,기타 금융업,556010
2278,IQMD,Intelligent Medicine Acquisition Corp Class A,기타 금융업,556010
2279,BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
2280,AIP,Arteris Inc,소프트웨어 및 IT서비스,572010
2281,LIAN,LianBio ADR,생명과학 및 메디컬 리서치,562020
2282,MEGL,Magic Empire Global Ltd,투자은행 및 서비스,551020
2283,SKGR,SK Growth Opportunities Corp Class A,은행,551010
2284,ALCO,Alico Inc,식품 및 담배,541020
2285,PRPL,Purple Innovation Inc,가정용품,532040
2286,PUCKU,Goal Acquisitions Units,기타 금융업,556010
2287,LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
2288,CDAQ,Compass Digital Acquisition Corp Class A,기타 금융업,556010
2289,CBAN,Colony Bankcorp Inc,은행,551010
2290,GGAAU,Genesis Growth Tech Acquisition Units,기타 금융업,556010
2291,ENER,Accretion Acquisition Corp,기타 금융업,556010
2292,FSSIU,Fortistar Sustainable Solutions Units,기타 금융업,556010
2293,DLCA,Deep Lake Capital Acquisition Corp Class A,기타 금융업,556010
2294,LTRX,Lantronix Inc,커뮤니케이션 및 네트워킹,571020
2295,OB,Outbrain Inc,소프트웨어 및 IT서비스,572010
2296,CFFEU,CF Acquisition VIII Units,기타 금융업,556010
2297,FTVIU,FinTech Acquisition VI Units,기타 금융업,556010
2298,EMLDU,FTAC Emerald Acquisition Units,기타 금융업,556010
2299,FOSL,Fossil Group Inc,섬유 및 의류,532020
2300,WAFDP,WASHINGTON FED DRC,은행,551010
2301,FTCVU,Fintech Acquisition V Units,기타 금융업,556010
2302,VRM,Vroom Inc,소프트웨어 및 IT서비스,572010
2303,EMBK,Embark Technology Inc,소프트웨어 및 IT서비스,572010
2304,FREE,Whole Earth Brands Inc Class A,식품 및 담배,541020
2305,PBFS,Pioneer Bancorp Inc,은행,551010
2306,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2307,PFTAU,Portage Fintech Acquisition Units,기타 금융업,556010
2308,GHAC,Gaming & Hospitality Acquisition Corp Class A,기타 금융업,556010
2309,FTPAU,FTAC Parnassus Acquisition Units,기타 금융업,556010
2310,FTAAU,FTAC Athena Acquisition Units,기타 금융업,556010
2311,MLAI,McLaren Technology Acquisition Corp Class A,기타 금융업,556010
2312,FHLTU,Future Health ESG Units,기타 금융업,556010
2313,IIIIU,INSU Acquisition III Units,기타 금융업,556010
2314,RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
2315,ICVX,Icosavax Inc,생명과학 및 메디컬 리서치,562020
2316,VPCBU,VPC Impact Acquisition Holdings II Units,기타 금융업,556010
2317,GVCI,Green Visor Financial Technology Acquisition I Corp Class A,기타 금융업,556010
2318,GEEX,Games & Esports Experience Acquisition Corp Class A,기타 금융업,556010
2319,NVEC,NVE Corp,반도체 및 반도체 장비,571010
2320,SMIH,Summit Healthcare Acquisition Corp Class A,기타 금융업,556010
2321,GFGDU,The Growth for Good Acquisition Units,기타 금융업,556010
2322,NPABU,New Providence Acquisition II Units,기타 금융업,556010
2323,SVOKU,Seven Oaks Acquisition Units,기타 금융업,556010
2324,LVOXU,LiveVox Holding Units,소프트웨어 및 IT서비스,572010
2325,ATAK,Aurora Technology Acquisition Corp Class A,기타 금융업,556010
2326,VHNA,Vahanna Tech Edge Acquisition I Corp Class A,기타 금융업,556010
2327,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
2328,DRAYU,Macondray Capital Acquisition I Units,기타 금융업,556010
2329,APAC,Stonebridge Acquisition Corp Class A,기타 금융업,556010
2330,CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
2331,ARTE,Artemis Strategic Investment Corp Class A,기타 금융업,556010
2332,CNTY,Century Casinos Inc,호텔 및 엔터테인먼트,533010
2333,GTAC,Global Technology Acquisition Corp I Class A,기타 금융업,556010
2334,TEKKU,Tekkorp Digital Acquisition Units,기타 금융업,556010
2335,MGNX,MacroGenics Inc,생명과학 및 메디컬 리서치,562020
2336,PRLH,Pearl Holdings Acquisition Corp Class A,기타 금융업,556010
2337,BZFD,BuzzFeed Inc Class A,소프트웨어 및 IT서비스,572010
2338,RCLFU,Rosecliff Acquisition I Units,기타 금융업,556010
2339,FANH,Fanhua Inc ADR,보험,553010
2340,SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
2341,REAL,RealReal Inc,다양한 소매업,534020
2342,NYXH,Nyxoah SA,헬스케어 장비 및 용품,561010
2343,DALS,DA32 Life Science Tech Acquisition Corp Class A,기타 금융업,556010
2344,FHLT,Future Health Esg Corp,기타 금융업,556010
2345,PEGRU,Project Energy Reimagined Acquisition Units,기타 금융업,556010
2346,VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
2347,ALPN,Alpine Immune Sciences Inc,생명과학 및 메디컬 리서치,562020
2348,MONCU,Monument Circle Acquisition Units,기타 금융업,556010
2349,EDNC,Endurance Acquisition Corp Class A,기타 금융업,556010
2350,TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
2351,HWELU,Healthwell Acquisition I Units,기타 금융업,556010
2352,TGA,TransGlobe Energy Corp,오일 및 가스,501020
2353,HCIIU,Hudson Executive Investment Ii Units,기타 금융업,556010
2354,SCAQU,Stratim Cloud Acquisition Units,기타 금융업,556010
2355,MRNS,Marinus Pharmaceuticals Inc,제약,562010
2356,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2357,HPLT,Home Plate Acquisition Corp Class A,기타 금융업,556010
2358,PRCH,Porch Group Inc Class A,소프트웨어 및 IT서비스,572010
2359,APEN,Apollo Endosurgery Inc,헬스케어 장비 및 용품,561010
2360,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2361,ORIA,Orion Biotech Opportunities Corp Class A,기타 금융업,556010
2362,TIG,Trean Insurance Group Inc,보험,553010
2363,SLVRU,Silverspac Units,기타 금융업,556010
2364,BBIG,Vinco Ventures Inc,레저 상품,532050
2365,APTMU,Alpha Partners Technology Merger Units,기타 금융업,556010
2366,EDAP,Edap Tms SA ADR,헬스케어 장비 및 용품,561010
2367,POWRU,Powered Brands Units,기타 금융업,556010
2368,FDBC,Fidelity D&D Bancorp Inc,은행,551010
2369,MTACU,MedTech Acquisition Units,기타 금융업,556010
2370,FICV,Frontier Investment Corp Class A,기타 금융업,556010
2371,WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
2372,GWAC,Good Works Acquisition Corp,기타 금융업,556010
2373,CWCO,Consolidated Water Co Ltd,수도 유틸리티,591030
2374,IOACU,Innovative International Acquisition Units,기타 금융업,556010
2375,VECT,VectivBio Holding AG,제약,562010
2376,FUND,Sprott Focus Trust Closed End Fund,다양한 금융서비스,555010
2377,HNRG,Hallador Energy Co,석탄,501010
2378,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2379,KRON,Kronos Bio Inc,생명과학 및 메디컬 리서치,562020
2380,TROO,TROOPS Inc,은행,551010
2381,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
2382,NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
2383,JNCE,Jounce Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2384,FSBW,FS Bancorp Inc,은행,551010
2385,IMAQU,International Media Acquisition Units,기타 금융업,556010
2386,CNGL,Canna-Global Acquisition Corp Class A,기타 금융업,556010
2387,PYR,Pyrogenesis Canada Inc,전문 및 상업 서비스,522030
2388,PEPG,PepGen Inc,생명과학 및 메디컬 리서치,562020
2389,OPAL,Opal Fuels Inc Class A,오일 및 가스,501020
2390,GNUS,Genius Brands International Inc,미디어 및 출판,533020
2391,XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
2392,NVAC,Northview Acquisition Corp,기타 금융업,556010
2393,NHIC,Newhold Investment II Corp Class A,기타 금융업,556010
2394,SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2395,CLINU,Clean Earth Acquisitions Units,기타 금융업,556010
2396,BYNO,Bynordic Acquisition Corp Class A,기타 금융업,556010
2397,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2398,NRACU,Noble Rock Acquisition Units,기타 금융업,556010
2399,FITBO,Fifth Third Bancorp 1000 DS Representing Preferred Series K,은행,551010
2400,INCR,InterCure Ltd,헬스케어 장비 및 용품,561010
2401,PFSW,PFSweb Inc,소프트웨어 및 IT서비스,572010
2402,ARBK,Argo Blockchain PLC ADR,핀테크,573010
2403,BLZE,Backblaze Inc Class A,소프트웨어 및 IT서비스,572010
2404,EGLX,Enthusiast Gaming Holdings Inc,소프트웨어 및 IT서비스,572010
2405,RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
2406,ACEVU,ACE Convergence Acquisition Unit,기타 금융업,556010
2407,BOCN,Blue Ocean Acquisition Corp Class A,기타 금융업,556010
2408,PDLB,Ponce Financial Group Inc,은행,551010
2409,THCPU,Thunder Bridge Capital Partners IV Units,기타 금융업,556010
2410,LVOX,LiveVox Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2411,PMTS,CPI Card Group Inc,은행,551010
2412,AHPAU,Avista Public Acquisition II Units,기타 금융업,556010
2413,GACQ,Global Consumer Acquisition Corp,기타 금융업,556010
2414,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2415,SLMBP,SLM Floating Rate Non Cumulative Pref Shs Series B,은행,551010
2416,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
2417,BIOSU,BioPlus Acquisition Units,기타 금융업,556010
2418,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
2419,LMNR,Limoneira Co,식품 및 담배,541020
2420,MCAAU,Mountain I Acquisition Units,기타 금융업,556010
2421,AKICU,Sports Ventures Acq Units,기타 금융업,556010
2422,TOACU,Talon 1 Acquisition Units,기타 금융업,556010
2423,CSLM,Consilium Acquisition I Ltd Corp Class A,기타 금융업,556010
2424,NRIM,Northrim BanCorp Inc,은행,551010
2425,FRONU,Frontier Acquisition Units,기타 금융업,556010
2426,JGGCU,Jaguar Global Growth I Units,기타 금융업,556010
2427,DTRTU,DTRT Health Acquisition Units,기타 금융업,556010
2428,UROY,Uranium Royalty Corp,우라늄,503010
2429,JAKK,JAKKS Pacific Inc,레저 상품,532050
2430,SWKH,SWK Holdings Corp,은행,551010
2431,PANL,Pangaea Logistics Solutions Ltd,화물 및 물류 서비스,524050
2432,PCCTU,Perception Capital II Units,기타 금융업,556010
2433,ADALU,Anthemis Digital Acquisitions I Units,기타 금융업,556010
2434,USCTU,TKB Critical Technologies 1 Units,기타 금융업,556010
2435,SHCAU,Spindletop Health Acquisition Units,기타 금융업,556010
2436,UTAAU,Uta Acquisition Units,기타 금융업,556010
2437,PLAOU,Patria Latin American Opportunity Acquisition Unit,기타 금융업,556010
2438,VFF,Village Farms International Inc,식품 및 담배,541020
2439,VMGAU,VMG Consumer Acquisition Units,기타 금융업,556010
2440,TLGYU,TLGY Acquisition Units,기타 금융업,556010
2441,HROW,Harrow Health Inc,제약,562010
2442,PBAX,Phoenix Biotech Acquisition Corp Class A,기타 금융업,556010
2443,CITEU,Cartica Acquisition Units,기타 금융업,556010
2444,DLHC,DLH Holdings Corp,헬스케어 업체 및 서비스,561020
2445,CFFS,CF Acquisition VII Corp Class A,기타 금융업,556010
2446,SVNAU,7 Acquisition Units,기타 금융업,556010
2447,CMCAU,Capitalworks Emerging Markets Acquisition Units,기타 금융업,556010
2448,RENEU,Cartesian Growth Ii Units,기타 금융업,556010
2449,PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
2450,HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
2451,BPACU,Bullpen Parlay Acquisition Company Units,기타 금융업,556010
2452,MAQC,Maquia Capital Acquisition Corp Class A,기타 금융업,556010
2453,BSVN,Bank7 Corp,은행,551010
2454,SMTI,Sanara Medtech Inc,제약,562010
2455,MPRAU,Mercato Partners Acquisition Units,기타 금융업,556010
2456,ADTH,AdTheorent Holding Company Inc Class A,소프트웨어 및 IT서비스,572010
2457,SGAM,Seaport Global Acquisition Corp Class A,기타 금융업,556010
2458,PAQCU,Provident Acquisition Units,기타 금융업,556010
2459,BHACU,Crixus BH3 Acquisition Company Units,기타 금융업,556010
2460,XFINU,Excelfin Acquisition Units,기타 금융업,556010
2461,DAOOU,Crypto 1 Acquisition Units,기타 금융업,556010
2462,AEAEU,AltEnergy Acquisition Units,기타 금융업,556010
2463,FIACU,Focus Impact Acquisition Units,기타 금융업,556010
2464,OSTRU,Oyster Enterprises Acquisition Units,기타 금융업,556010
2465,DPCSU,DP Cap Acquisition I Units,기타 금융업,556010
2466,GNACU,Group Nine Acquisition Units,기타 금융업,556010
2467,APEI,American Public Education Inc,교육서비스,631010
2468,NOACU,Natural Order Acquisition Units,기타 금융업,556010
2469,TMTSU,Spartacus Acq Units,기타 금융업,556010
2470,ARBGU,Aequi Acquisition Units,기타 금융업,556010
2471,WWACU,Worldwide Webb Acquisition Units,기타 금융업,556010
2472,GRCL,Gracell Biotechnologies Inc ADR,생명과학 및 메디컬 리서치,562020
2473,PTICU,Proptech Invest II Units,기타 금융업,556010
2474,BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
2475,AEACU,Authentic Equity Acquisition Units,기타 금융업,556010
2476,PNFPP,Pinnacle Finl Partners 40 DS Rep Ord Shs Series B,은행,551010
2477,ITQRU,Itiquira Acquisition Units,기타 금융업,556010
2478,BIOTU,Biotech Acquisition Company Units,기타 금융업,556010
2479,SHACU,Scp Healthcare Units,기타 금융업,556010
2480,ZWRKU,Z Work Acquisition Units,기타 금융업,556010
2481,IXAQU,IX Acquisition Units,기타 금융업,556010
2482,KAIIU,Kismet Acquisition Two Units,기타 금융업,556010
2483,LDHAU,LDH Growth I Units,기타 금융업,556010
2484,MIST,Milestone Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2485,VIIAU,7GC Holdings Units,기타 금융업,556010
2486,SANB,Sanaby Health Acquisition Corp I Class A,기타 금융업,556010
2487,VELOU,Velocity Acquisition Units,기타 금융업,556010
2488,VLATU,Valor Latitude Acquisition Units,기타 금융업,556010
2489,AGIL,AgileThought Inc Class A,소프트웨어 및 IT서비스,572010
2490,ISTR,Investar Holding Corp,은행,551010
2491,ALOR,ALSP Orchid Acquisition I Corp Class A,기타 금융업,556010
2492,VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2493,TALK,Talkspace Inc,헬스케어 업체 및 서비스,561020
2494,MEAC,Mercury Ecommerce Acquisition Corp Class A,기타 금융업,556010
2495,BWCAU,Blue Whale Acquisition I Units,기타 금융업,556010
2496,TPBA,TPB Acquisition Corporation I Class A,기타 금융업,556010
2497,SWSS,Springwater Special Situations Corp,기타 금융업,556010
2498,RNER,Mount Rainier Acquisition Corp,기타 금융업,556010
2499,KMDA,Kamada Ltd,제약,562010
2500,VMCAU,Valuence Merger I Units,기타 금융업,556010
2501,CAMP,CalAmp Corp,통신 서비스,574010
2502,OPRT,Oportun Financial Corp,은행,551010
2503,PTMN,Portman Ridge Finance Corp,다양한 금융서비스,555010
2504,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2505,IVCPU,Swiftmerge Acquisition Units,기타 금융업,556010
2506,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2507,SHQAU,Shelter Acquisition I Units,기타 금융업,556010
2508,CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
2509,FRSGU,First Reserve Sustainable Growth Units,기타 금융업,556010
2510,AFAQU,AF Acquisition Units,기타 금융업,556010
2511,OXUS,Oxus Acquisition Corp Class A,기타 금융업,556010
2512,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
2513,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
2514,LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
2515,GNRS,Greenrose Acquisition Corp,기타 금융업,556010
2516,SZZL,Sizzle Acquisition Corp,기타 금융업,556010
2517,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2518,THACU,Thrive Acquisition Units,기타 금융업,556010
2519,CENQ,Cenaq Energy Corp Class A,기타 금융업,556010
2520,CLSK,CleanSpark Inc,핀테크,573010
2521,TWCB,Bilander Acquisition Corp Class A,기타 금융업,556010
2522,EHTH,eHealth Inc,보험,553010
2523,RGCO,RGC Resources Inc,천연가스 유틸리티,591020
2524,ARCK,Arbor Rapha Capital Bioholdings Corp I Class A,기타 금융업,556010
2525,ISAA,Iron Spark I Inc Class A,기타 금융업,556010
2526,SKYAU,Skydeck Acquisition Units,기타 금융업,556010
2527,THAC,Thrive Acquisition Corp Class A,기타 금융업,556010
2528,ASAX,Astrea Acquisition Corp Class A,기타 금융업,556010
2529,APXI,APx Acquisition I Corp Class A,기타 금융업,556010
2530,FNVT,Finnovate Acquisition Corp Class A,기타 금융업,556010
2531,FRBK,Republic First Bancorp Inc,은행,551010
2532,CLAQU,CleanTech Acquisition Units,기타 금융업,556010
2533,AFAC,Arena Fortify Acquisition Corp Class A,기타 금융업,556010
2534,BRIV,B Riley Principal 250 Merger Corp Class A,기타 금융업,556010
2535,HAIAU,Healthcare AI Acquisition Units,기타 금융업,556010
2536,GBBK,Global Blockchain Acquisition Corp,기타 금융업,556010
2537,PGRW,Progress Acquisition Corp Class A,기타 금융업,556010
2538,ITAQ,Industrial Tech Acquisitions II Inc Class A,기타 금융업,556010
2539,GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
2540,BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,522010
2541,KSI,Kadem Sustainable Impact Corp Class A,기타 금융업,556010
2542,XPAXU,XPAC Acquisition Units,기타 금융업,556010
2543,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
2544,TSBK,Timberland Bancorp Inc,은행,551010
2545,LMDX,LumiraDx Ltd,헬스케어 장비 및 용품,561010
2546,TGAAU,Target Global Acquisition I Units,기타 금융업,556010
2547,YJ,Yunji Inc ADR Class A,소프트웨어 및 IT서비스,572010
2548,PHIC,Population Health Investment Co Inc Class A,기타 금융업,556010
2549,OMGA,Omega Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2550,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
2551,GWACU,Good Works Acquisition Corp,기타 금융업,556010
2552,OBT,Orange County Bancorp Inc,은행,551010
2553,PLBY,Plby Group Inc,전문품 상점,534030
2554,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
2555,CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
2556,SPTK,SportsTek Acquisition Corp Class A,기타 금융업,556010
2557,PEAR,Pear Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
2558,DAVE,Dave Inc Class A,핀테크,573010
2559,NECB,Northeast Community Bancorp Inc,은행,551010
2560,LCUT,Lifetime Brands Inc,가정용품,532040
2561,NWFL,Norwood Financial Corp,은행,551010
2562,PEPL,PepperLime Health Acquisition Corp Class A,기타 금융업,556010
2563,AVACU,Avalon Acquisition Units,기타 금융업,556010
2564,CHMG,Chemung Financial Corp,은행,551010
2565,SKGRU,SK Growth Opportunities Units,은행,551010
2566,VBNK,VersaBank,은행,551010
2567,TTSH,Tile Shop Holdings Inc,전문품 상점,534030
2568,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
2569,ENERU,Accretion Acquisition Units,기타 금융업,556010
2570,CNGLU,Canna Global Acquisition Units,기타 금융업,556010
2571,IQMDU,Intelligent Medicine Acquisition Units,기타 금융업,556010
2572,FRWAU,Pwp Forward Acquisition I Units,기타 금융업,556010
2573,BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,부동산 운영 관리,601010
2574,ROOT,Root Inc Class A,보험,553010
2575,CMCTP,Creative Media And Community Trust Pref Shs Series L,주택 및 상업용 리츠,601020
2576,TCFC,Community Financial Corp(Maryland),은행,551010
2577,CDAQU,Compass Digital Acquisition Units,기타 금융업,556010
2578,CVCY,Central Valley Community Bancorp,은행,551010
2579,SSBK,Southern States Bancshares Inc,은행,551010
2580,CDZI,Cadiz Inc,수도 유틸리티,591030
2581,OMIC,Singular Genomics Systems Inc,생명과학 및 메디컬 리서치,562020
2582,GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
2583,LFTRU,Lefteris Acquisition Units,기타 금융업,556010
2584,AGNCM,AGNC Investment 1000 DS Rep 6.875 Fixed to Floating Cumulative Redeemable Pref,주택 및 상업용 리츠,601020
2585,ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
2586,RCKY,Rocky Brands Inc,섬유 및 의류,532020
2587,VCXAU,10X Capital Venture Acquisition II Units,기타 금융업,556010
2588,AACI,Armada Acquisition Corp I,기타 금융업,556010
2589,DLCAU,Deep Lake Capital Acquisition Units,기타 금융업,556010
2590,CPTN,Cepton Inc,전자 장비 및 부품,571040
2591,ONDS,Ondas Holdings Inc,커뮤니케이션 및 네트워킹,571020
2592,ZTEK,Zentek Ltd,생명과학 및 메디컬 리서치,562020
2593,SAMA,Schultze Special Purpose Acquisition Corp II Class A,기타 금융업,556010
2594,BGXX,Bright Green Corp,제약,562010
2595,THTX,Theratechnologies Inc,제약,562010
2596,VHNAU,Vahanna Tech Edge Acquisition I Units,기타 금융업,556010
2597,GHACU,Gaming Hospitality Acquisition Units,기타 금융업,556010
2598,VIGL,Vigil Neuroscience Inc,생명과학 및 메디컬 리서치,562020
2599,RCAC,Revelstone Capital Acquisition Corp Class A,기타 금융업,556010
2600,ATAKU,Aurora Technology Acquisition Units,기타 금융업,556010
2601,MHLD,Maiden Holdings Ltd,보험,553010
2602,GIWWU,Giginternational1 Units,기타 금융업,556010
2603,GACQU,Global Consumer Acquisition Units,기타 금융업,556010
2604,WNEB,Western New England Bancorp Inc,은행,551010
2605,GVCIU,Green Visor Financial Technology Acquisition I Units,기타 금융업,556010
2606,RVLP,RVL Pharmaceuticals PLC,제약,562010
2607,GEEXU,Games Esports Experience Acquisition Units,기타 금융업,556010
2608,LYTS,LSI Industries Inc,주택건설,532030
2609,ASCB,ASPAC II Acquisition Corp,기타 금융업,556010
2610,RCHGU,Recharge Acquisition Units,기타 금융업,556010
2611,GTACU,Global Technology Acquisition I Units,기타 금융업,556010
2612,MLAIU,McLaren Technology Acquisition Units,기타 금융업,556010
2613,NKSH,National Bankshares Inc,은행,551010
2614,HOFT,Hooker Furnishings Corp,가정용품,532040
2615,BPRN,Bank Of Princeton,은행,551010
2616,TMC,TMC the metals company Inc,메탈&마이닝,512010
2617,ARTEU,Artemis Strategic Investment Units,기타 금융업,556010
2618,CRZNU,Corazon Capital V838 Monoceros Units,기타 금융업,556010
2619,APACU,Stonebridge Acquisition Units,기타 금융업,556010
2620,ASCBU,A SPAC II Acquisition Units,기타 금융업,556010
2621,CRECU,Crescera Capital Acquisition Units,기타 금융업,556010
2622,PRLHU,Pearl Holdings Acquisition Units,기타 금융업,556010
2623,SRSAU,Sarissa Capital Acq Units,기타 금융업,556010
2624,ATLO,Ames National Corp,은행,551010
2625,FITBP,Fifth Third Bancorp 40 Depository Shares representing Non Cum Series A Pref,은행,551010
2626,GLHAU,Glass Houses Acquisition Units,기타 금융업,556010
2627,ESSA,ESSA Bancorp Inc,은행,551010
2628,EDNCU,Endurance Acquisition Units,기타 금융업,556010
2629,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
2630,CVLY,Codorus Valley Bancorp Inc,은행,551010
2631,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
2632,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2633,TBSAU,TB SA Acquisition Unit,기타 금융업,556010
2634,SWVL,Swvl Holdings Corp Class A,운송업,524060
2635,JAQC,Jupiter Acquisition Corp,기타 금융업,556010
2636,BYRN,Byrna Technologies Inc,우주항공 및 국방,521010
2637,PET,Wag! Group Co,"개인, 가정 용품 및 서비스",542010
2638,HPLTU,Home Plate Acquisition Units,기타 금융업,556010
2639,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2640,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
2641,ORIAU,Orion Biotech Opportunities Units,기타 금융업,556010
2642,SMIHU,Summit Healthcare Acquisition Units,기타 금융업,556010
2643,ROSE,Rose Hill Acquisition Corp Class A,기타 금융업,556010
2644,SSSS,SuRo Capital Corp,다양한 금융서비스,555010
2645,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
2646,SNCE,Science 37 Holdings Inc,소프트웨어 및 IT서비스,572010
2647,APLD,Applied Blockchain Inc,핀테크,573010
2648,MRCC,Monroe Capital Corp,다양한 금융서비스,555010
2649,TBNK,Territorial Bancorp Inc,은행,551010
2650,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
2651,OXSQ,Oxford Square Capital Corp,다양한 금융서비스,555010
2652,ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
2653,FICVU,Frontier Investment Units,기타 금융업,556010
2654,BNNR,Banner Acquisition Corp Class A,기타 금융업,556010
2655,ABOS,Acumen Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2656,DRRX,DURECT Corp,생명과학 및 메디컬 리서치,562020
2657,DTIL,Precision BioSciences Inc,생명과학 및 메디컬 리서치,562020
